policyholder_id,full_name,date_of_birth,age,gender,state,phone,email,license_years,prior_claims_count,credit_score,marital_status
PH00510,Maria Harris,1957-10-14,67,M,NC,3991980416,robert591@yahoo.com,21,0,,married
PH00511,Maria Jones,06 Oct 1977,47,female,AZ,(565) 965-0489,maria38@hotmail.com,29,2,631.0,Married
PH00512,David White,09-18-1980,44,FEMALE,MI,,elena586@hotmail.com,6,2,551.0,Single
PH00513,FATIMA WILSON,03-03-1999,25,Female,GA,(795) 532-7020,michael266@outlook.com,16,3,615.0,Single
PH00514,Priya Thompson,10-17-2000,24,M,VA,+1-779-414-4367,robert785@hotmail.com,32,4,759.0,S
PH00515,Michael Williams,19 Mar 1977,47,M,AZ,9918340059,chris688@outlook.com,28,2,,Married
PH00516,Maria Jackson,03-27-1964,60,MALE,GA,2218444189,kevin690@gmail.com,12,3,661.0,single
PH00517,Tom Wilson,1989-02-03,35,f,TN,,carlos965@outlook.com,9,0,722.0,Married
PH00518,John White,1975-03-05,49,F,FL,(614) 819-7084,kevin897@gmail.com,26,2,544.0,Single
PH00519,Anna Harris,08 Jun 1955,69,male,PA,7522260033,nina689@gmail.com,6,0,654.0,Married
PH00520,Sam Robinson,04-15-1994,30,Male,TX,+1-625-806-6358,lisa865@hotmail.com,29,0,669.0,Widowed
PH00521,Kevin Garcia,11/12/1987,37,FEMALE,WA,4494822025,robert25@hotmail.com,21,1,676.0,Widowed
PH00522,Sam Clark,19/03/1994,30,male,MI,+1-553-897-5589,kevin860@outlook.com,33,0,762.0,Widowed
PH00523,Lisa Martin,07-30-1959,65,Male,WI,8119410927,james483@yahoo.com,4,4,779.0,Married
PH00524,Fatima Davis,27 Feb 1997,27,Male,AZ,9564627386,michael405@hotmail.com,34,0,574.0,Widowed
PH00525,Tom Harris,1996-12-05,28,M,MD,(313) 360-5330,david728@hotmail.com,35,0,,Married
PH00526,Chris Thomas,11 Mar 1998,26,male,MA,(385) 743-0773,david223@outlook.com,9,0,598.0,Divorced
PH00527,Kevin Martin,30/03/1960,64,Male,NY,(740) 488-3290,raj300@yahoo.com,30,0,613.0,single
PH00528,Aisha Martin,10-26-1997,27,Male,FL,,nina746@outlook.com,15,0,668.0,S
PH00529,David White,1962-08-28,62,M,NY,+1-950-899-5145,aisha650@gmail.com,29,0,641.0,Widowed
PH00530,Tom Anderson,04-06-1972,52,MALE,GA,+1-225-391-3489,sarah595@hotmail.com,15,0,703.0,married
PH00531,Maria Robinson,03-14-1972,52,MALE,TN,(941) 307-4761,zoe859@gmail.com,24,0,708.0,single
PH00532,Tom Clark,17 Jul 1970,54,FEMALE,MD,(704) 476-7068,michael503@outlook.com,10,1,733.0,M
PH00533,ZOE HARRIS,04-14-1982,42,Male,IL,(556) 176-9120,james786@outlook.com,4,4,685.0,M
PH00534,Nina Garcia,23/04/1975,49,F,WA,,tom340@outlook.com,11,3,,M
PH00535,Sam Clark,09 Jan 1978,46,f,MA,4738944812,lisa827@outlook.com,18,0,701.0,Widowed
PH00536,Priya Johnson,05-12-1963,61,m,AZ,,elena77@yahoo.com,5,1,737.0,Widowed
PH00537,Yuki Smith,01-01-1959,65,FEMALE,CA,,david821@hotmail.com,9,1,644.0,married
PH00538,Nina Jones,05-02-1984,40,Female,FL,(830) 608-9881,james230@gmail.com,35,0,681.0,single
PH00539,Sarah Brown,14/11/1988,36,M,FL,(583) 984-7682,aisha881@hotmail.com,1,1,727.0,Single
PH00540,Carlos Taylor,1998-12-30,26,Female,TX,7831991737,carlos757@yahoo.com,5,0,743.0,Widowed
PH00541,John Smith,11/02/1967,57,FEMALE,GA,+1-622-815-2797,michael945@hotmail.com,29,0,601.0,Married
PH00542,Daniel Taylor,14 Jun 1955,69,Female,WI,+1-983-516-3551,yuki202@outlook.com,12,0,701.0,married
PH00543,RAJ BROWN,1968-12-05,56,Female,NY,4414177262,anna3@outlook.com,32,0,692.0,S
PH00544,Sarah Miller,1988-02-03,36,f,WI,,priya156@hotmail.com,10,0,667.0,M
PH00545,Lisa Johnson,1996-06-23,28,female,WI,+1-479-636-3883,david80@outlook.com,27,0,606.0,single
PH00546,James Wilson,1995-05-11,29,f,VA,(449) 576-4947,lisa95@gmail.com,7,0,,married
PH00547,Fatima Robinson,17/04/1963,61,FEMALE,MD,(873) 603-5432,nina941@yahoo.com,28,1,765.0,Married
PH00548,MARK CLARK,23/10/1970,54,f,NC,(932) 584-5700,mark45@gmail.com,18,0,740.0,Divorced
PH00549,EMMA HARRIS,02-10-1957,67,male,WI,+1-402-793-4384,sarah659@yahoo.com,17,0,,married
PH00550,Zoe Anderson,24/12/1993,31,MALE,PA,(941) 312-1948,tom179@hotmail.com,5,3,694.0,single
PH00551,Robert Jackson,1976-03-18,48,Male,MI,(600) 318-2678,priya630@outlook.com,8,0,829.0,S
PH00552,Daniel Jones,2000-08-14,24,f,IN,2757981522,tom869@gmail.com,13,3,760.0,Single
PH00553,NINA THOMAS,14/05/1969,55,m,WA,(968) 178-0353,robert398@outlook.com,32,0,681.0,Single
PH00554,MICHAEL JOHNSON,12-27-1997,27,f,NC,,raj208@hotmail.com,23,4,717.0,Divorced
PH00555,Sam Jones,06 Jan 1968,56,Female,WI,7973454736,sam678@gmail.com,14,2,833.0,married
PH00556,MARIA BROWN,20/03/1991,33,male,MI,,emma768@outlook.com,27,0,648.0,married
PH00557,Michael Wilson,1990-04-14,34,f,MD,(796) 610-8290,michael464@yahoo.com,34,1,718.0,M
PH00558,Zoe Jones,1973-05-03,51,F,NC,(551) 119-2059,elena590@outlook.com,8,0,632.0,Widowed
PH00559,Kevin Taylor,1990-01-31,34,male,WI,(209) 580-9187,aisha658@outlook.com,20,0,602.0,single
PH00560,Zoe Taylor,10 Aug 1973,51,female,NC,+1-582-913-2317,david561@outlook.com,6,1,850.0,married
PH00561,Chris Harris,1991-01-10,33,Female,NY,5418103368,michael586@yahoo.com,33,2,712.0,S
PH00562,Michael Garcia,06-20-1975,49,F,MO,(486) 578-4975,lisa901@hotmail.com,5,0,793.0,Divorced
PH00563,Kevin Jackson,1984-05-06,40,male,MA,6355505242,raj304@yahoo.com,15,0,690.0,Divorced
PH00564,JAMES WILLIAMS,29/01/1957,67,M,MI,(552) 619-6566,sarah999@yahoo.com,16,0,538.0,married
PH00565,RAJ SMITH,08/08/1981,43,female,MI,,maria828@hotmail.com,15,0,700.0,single
PH00566,Emma Brown,1974-01-07,50,Male,WI,+1-732-789-2826,tom623@hotmail.com,18,0,692.0,S
PH00567,MICHAEL MILLER,12-03-1959,65,m,MI,+1-208-795-4079,priya913@yahoo.com,24,1,718.0,S
PH00568,Nina Thompson,,30,MALE,CA,+1-324-497-3441,carlos345@yahoo.com,21,0,713.0,single
PH00569,Yuki Clark,21/05/1979,45,FEMALE,IL,,emma878@hotmail.com,30,0,612.0,Single
PH00570,Aisha Thomas,15/05/1981,43,M,VA,3489272364,sarah682@hotmail.com,10,1,555.0,Married
PH00571,Sarah Jackson,1988-12-26,36,Male,WI,(587) 105-9646,james600@outlook.com,3,1,509.0,S
PH00572,SARAH MARTIN,1969-11-28,55,female,MD,(265) 680-2738,elena957@yahoo.com,35,1,710.0,Widowed
PH00573,Aisha Smith,07-25-1990,34,M,IL,(312) 453-9546,daniel652@hotmail.com,15,0,766.0,Widowed
PH00574,LISA WILLIAMS,1967-11-27,57,Female,MO,+1-623-310-5847,david329@outlook.com,32,0,739.0,single
PH00575,ZOE BROWN,12-24-1977,47,Male,NJ,,priya548@gmail.com,1,3,,Widowed
PH00576,Aisha Smith,17/09/1960,64,MALE,FL,+1-539-857-7566,yuki733@outlook.com,5,3,771.0,M
PH00577,Anna Taylor,,68,MALE,GA,(539) 716-7924,elena845@outlook.com,30,1,757.0,single
PH00578,James Brown,1973-08-16,51,MALE,WA,+1-685-867-0570,michael166@hotmail.com,20,1,747.0,single
PH00579,Fatima Jackson,1958-05-11,66,Male,FL,3646460528,mark42@yahoo.com,19,0,683.0,Single
PH00580,Fatima Brown,02 Aug 1981,43,MALE,TX,,zoe119@yahoo.com,-1,3,744.0,M
PH00581,Aisha Miller,07-06-1963,61,Female,NY,,carlos835@yahoo.com,6,0,850.0,Divorced
PH00582,Sam Wilson,11-01-1958,66,male,GA,9009625631,john921@gmail.com,29,3,587.0,Divorced
PH00583,Nina Jackson,1963-08-11,61,FEMALE,GA,,emma111@outlook.com,16,1,664.0,Married
PH00584,LISA JONES,05/11/1984,40,F,WA,4897771829,fatima959@hotmail.com,31,1,753.0,S
PH00585,Anna Wilson,09-24-1970,54,male,MA,6703842291,michael608@outlook.com,35,3,627.0,Single
PH00586,Priya Garcia,1963-03-08,61,Female,MD,+1-560-473-9187,lisa902@gmail.com,13,2,714.0,married
PH00587,Nina Anderson,02 Feb 1987,37,M,PA,(202) 937-1808,anna184@outlook.com,35,1,640.0,Divorced
PH00588,James Johnson,1957-03-19,67,f,IN,+1-776-301-3586,sam542@gmail.com,19,0,537.0,Divorced
PH00589,Maria Harris,02-04-1964,60,MALE,NJ,7276934733,mark431@outlook.com,22,0,,Divorced
PH00590,Carlos Taylor,18/03/1962,62,F,MI,6112476083,kevin517@gmail.com,18,3,662.0,Single
PH00591,PRIYA JACKSON,,24,MALE,AZ,,yuki223@hotmail.com,2,2,586.0,Single
PH00592,,17/10/1975,49,F,IL,,yuki515@hotmail.com,29,0,693.0,M
PH00593,Maria Anderson,05/01/1993,31,f,AZ,7604201555,michael990@yahoo.com,14,0,672.0,S
PH00594,EMMA TAYLOR,03-09-1990,34,MALE,NJ,(710) 175-8879,maria608@gmail.com,14,1,740.0,Single
PH00595,Sam Smith,10/04/1988,36,FEMALE,WA,(395) 802-8057,lisa80@yahoo.com,32,0,668.0,M
PH00596,Tom Martin,23 Oct 1994,30,Male,VA,(410) 445-1767,priya578@gmail.com,32,1,765.0,Single
PH00597,Fatima Anderson,1995-10-07,29,female,MO,(501) 597-4709,chris214@hotmail.com,13,0,715.0,Widowed
PH00598,Elena White,14/02/1994,30,Female,MI,,kevin385@gmail.com,3,4,717.0,Single
PH00599,Robert Jackson,1993-12-15,31,m,TN,(910) 840-1122,aisha694@yahoo.com,15,0,732.0,single
PH00600,Priya Garcia,,60,Female,MD,,chris81@outlook.com,24,0,814.0,M
PH00601,Robert Moore,05-14-1989,35,female,IL,,tom641@hotmail.com,-5,0,796.0,Married
PH00602,Sam Miller,12-25-1984,40,f,GA,(448) 352-6980,sarah611@outlook.com,9,3,762.0,Single
PH00603,Robert Wilson,31 Mar 1994,30,MALE,WI,,robert705@yahoo.com,8,0,754.0,Married
PH00604,Maria Moore,11-17-1985,39,F,TX,,nina144@hotmail.com,8,0,779.0,Married
PH00605,Sarah Robinson,02/09/1958,66,F,MD,,raj302@outlook.com,23,1,570.0,Married
PH00606,Sam Clark,1958-08-27,66,male,OH,,elena194@hotmail.com,12,3,633.0,single
PH00607,Aisha Thomas,09/09/1975,49,m,GA,(603) 554-9048,tom37@outlook.com,6,4,742.0,M
PH00608,Carlos Williams,1983-12-31,41,male,TN,(290) 529-9518,elena154@yahoo.com,27,1,726.0,Widowed
PH00609,Fatima Jackson,09 Dec 1961,63,M,WI,,david73@gmail.com,20,2,617.0,M
PH00610,Nina Jones,23 Jun 1968,56,F,MO,+1-844-139-9618,fatima917@hotmail.com,5,2,688.0,Widowed
PH00611,ZOE SMITH,13 May 1983,41,m,MI,8242288835,michael867@gmail.com,2,1,615.0,Widowed
PH00612,Mark Robinson,11 Oct 1960,64,Female,NC,(360) 670-0321,sarah759@gmail.com,28,0,781.0,Widowed
PH00613,Carlos Davis,13 Jun 1956,68,Female,AZ,+1-495-335-4366,zoe250@yahoo.com,-1,0,800.0,M
PH00614,Raj Brown,08-31-1988,36,M,MD,+1-650-280-3707,fatima590@gmail.com,1,1,611.0,Married
PH00615,Zoe Wilson,02 Dec 1956,68,Female,NY,3774889010,anna299@hotmail.com,33,3,704.0,single
PH00616,Chris Jackson,2000-07-15,24,f,IN,(913) 451-5747,lisa934@hotmail.com,31,0,513.0,Single
PH00617,MICHAEL THOMPSON,12 Feb 2000,24,male,NJ,9024509290,nina74@yahoo.com,6,3,682.0,Widowed
PH00618,Aisha Wilson,1965-10-14,59,M,TN,6944045276,sarah832@hotmail.com,24,0,803.0,Married
PH00619,Raj Thomas,06 Jan 1988,36,f,WA,+1-447-246-1713,raj608@hotmail.com,20,0,659.0,M
PH00620,Maria Miller,1990-05-24,34,MALE,WI,(694) 383-2531,fatima482@hotmail.com,8,1,646.0,single
PH00621,Elena Brown,08/11/1976,48,MALE,WA,5765979560,anna655@outlook.com,15,2,571.0,M
PH00622,Chris Moore,21 Sep 1987,37,m,IN,+1-675-237-0603,zoe962@yahoo.com,34,0,688.0,S
PH00623,Aisha Johnson,10-09-1976,48,F,MI,(921) 614-3248,sam566@outlook.com,14,1,646.0,Divorced
PH00624,Zoe Williams,04-24-1983,41,MALE,IL,+1-202-884-8936,priya455@yahoo.com,8,0,709.0,Married
PH00625,Michael Anderson,22 Oct 1998,26,FEMALE,NC,3125224051,yuki425@gmail.com,-5,1,586.0,Married
PH00626,Raj Smith,03/03/1966,58,Female,MD,9899462379,kevin337@yahoo.com,27,0,,married
PH00627,Priya Moore,01-05-1968,56,m,IN,+1-713-895-3190,tom450@gmail.com,-4,0,681.0,S
PH00628,David Harris,15/06/1987,37,m,WA,+1-979-894-1536,elena14@gmail.com,3,1,723.0,S
PH00629,Yuki Taylor,12 Jul 1966,58,m,MI,+1-969-429-5029,yuki740@yahoo.com,19,1,,Divorced
PH00630,Robert Robinson,10/11/1980,44,female,OH,6982260004,tom344@gmail.com,34,2,,M
PH00631,Sam Taylor,1956-01-11,68,MALE,NC,+1-230-526-1334,maria93@yahoo.com,16,1,549.0,Widowed
PH00632,Chris Davis,28/01/1982,42,female,GA,2381752506,sam650@hotmail.com,18,1,709.0,married
PH00633,Michael Jones,14/10/1957,67,M,NC,+1-848-166-1631,sam606@gmail.com,33,1,634.0,single
PH00634,Tom White,1998-03-13,26,MALE,MD,+1-988-360-8890,maria646@outlook.com,10,0,676.0,M
PH00635,Lisa Davis,05-17-1972,52,Male,GA,+1-785-123-3022,sarah864@yahoo.com,28,0,642.0,S
PH00636,DANIEL JACKSON,22 Dec 1980,44,MALE,TN,,james725@outlook.com,3,1,619.0,Widowed
PH00637,TOM JOHNSON,05/07/1994,30,male,TN,(936) 136-6602,zoe848@outlook.com,16,3,633.0,Widowed
PH00638,Anna Taylor,21/05/1980,44,f,MA,+1-988-818-0662,raj439@hotmail.com,24,2,575.0,Single
PH00639,DANIEL BROWN,1974-03-19,50,M,TX,(619) 485-5791,sarah834@gmail.com,32,1,619.0,Widowed
PH00640,SARAH MILLER,14 Oct 1992,32,Male,MD,+1-389-700-4071,chris894@yahoo.com,5,0,,M
PH00641,Lisa Williams,05 Feb 1959,65,Female,FL,(656) 242-3672,nina247@outlook.com,22,0,698.0,Widowed
PH00642,Elena Williams,09-08-1960,64,Female,FL,(945) 921-4156,lisa322@gmail.com,6,1,812.0,Divorced
PH00643,Daniel Thomas,12 Jan 1961,63,m,GA,,john613@yahoo.com,4,0,,Widowed
PH00644,,1967-05-04,57,FEMALE,IN,+1-814-511-6955,david668@hotmail.com,29,0,677.0,M
PH00645,Kevin Garcia,1994-09-20,30,m,MD,,yuki522@hotmail.com,5,0,651.0,Married
PH00646,Sarah Williams,1983-06-16,41,M,MO,+1-472-480-9159,tom9@yahoo.com,1,2,732.0,single
PH00647,Sarah Jones,04 Jan 1973,51,M,MI,4636436309,anna658@hotmail.com,-1,3,625.0,S
PH00648,Lisa Thomas,1978-09-12,46,f,FL,(303) 709-9025,kevin221@outlook.com,15,0,850.0,Married
PH00649,Robert Garcia,01-29-1981,43,Male,MD,8268432429,michael905@gmail.com,14,1,682.0,M
PH00650,Kevin Clark,05-09-1977,47,female,NJ,,kevin176@yahoo.com,19,0,775.0,single
PH00651,Sarah Taylor,19/12/1991,33,Female,IL,+1-208-128-4561,sam470@yahoo.com,10,0,745.0,married
PH00652,Michael Thompson,01-09-1976,48,M,PA,,mark146@gmail.com,29,0,688.0,Widowed
PH00653,James Davis,03-26-1986,38,female,NJ,9738376727,lisa24@yahoo.com,-2,0,577.0,M
PH00654,James Robinson,06/11/1999,25,f,GA,(360) 584-0614,kevin173@hotmail.com,28,1,755.0,single
PH00655,Daniel Miller,20 Sep 1990,34,male,TN,(652) 263-1282,james834@gmail.com,21,0,630.0,S
PH00656,Raj Clark,1965-06-27,59,f,TN,+1-645-559-7260,kevin300@outlook.com,5,3,791.0,S
PH00657,Mark Thompson,05 Jul 1962,62,M,AZ,,emma482@outlook.com,12,3,665.0,single
PH00658,John Martin,05-10-1998,26,F,TX,(865) 227-1202,maria204@hotmail.com,30,2,447.0,married
PH00659,Tom Thompson,1983-01-31,41,M,TN,9739616449,yuki553@yahoo.com,28,2,614.0,Divorced
PH00660,Kevin White,05 Sep 1978,46,male,NY,+1-928-487-1258,tom142@outlook.com,31,4,609.0,Single
PH00661,EMMA CLARK,20/11/1986,38,Female,NY,2861231112,anna895@hotmail.com,25,1,688.0,Divorced
PH00662,Daniel Moore,1964-07-11,60,M,MD,+1-982-949-5166,carlos341@gmail.com,23,0,779.0,Single
PH00663,Sam Davis,03/08/1970,54,FEMALE,FL,(752) 816-4621,raj674@hotmail.com,18,0,582.0,S
PH00664,David Jackson,14/01/1994,30,F,CA,4965753533,fatima715@yahoo.com,21,3,613.0,married
PH00665,,1966-12-02,58,FEMALE,TN,(456) 545-2950,michael980@hotmail.com,21,1,741.0,Widowed
PH00666,Maria Jones,20/11/1974,50,Male,IL,,elena406@outlook.com,11,0,670.0,Married
PH00667,Elena Wilson,1970-02-10,54,FEMALE,OH,5963473816,priya706@outlook.com,22,2,,single
PH00668,Kevin Jackson,19/07/1974,50,M,CA,(283) 529-2708,kevin414@outlook.com,-2,1,744.0,single
PH00669,Yuki Johnson,1975-05-09,49,Male,AZ,,emma531@gmail.com,12,2,622.0,S
PH00670,Yuki White,30/04/1961,63,Male,WA,+1-619-212-3837,raj48@gmail.com,11,1,636.0,Widowed
PH00671,NINA JOHNSON,1973-07-15,51,female,GA,,anna621@yahoo.com,28,0,634.0,M
PH00672,Anna Williams,13 Jun 1996,28,f,TX,6142218934,john388@hotmail.com,10,0,682.0,Single
PH00673,Michael Thompson,11-17-1975,49,m,VA,+1-686-267-1032,raj61@hotmail.com,17,0,683.0,Married
PH00674,John Davis,20 Jun 1986,38,male,VA,,sam672@yahoo.com,33,1,756.0,married
PH00675,Carlos Martin,14 Sep 1967,57,male,VA,(272) 675-1901,daniel819@yahoo.com,23,1,698.0,Divorced
PH00676,Michael Miller,01 Feb 1992,32,male,GA,,zoe902@outlook.com,10,1,725.0,M
PH00677,Sarah Anderson,31/01/1986,38,male,NJ,7524546572,anna336@outlook.com,3,1,771.0,S
PH00678,LISA DAVIS,02-10-1982,42,MALE,MD,,maria641@outlook.com,28,0,785.0,married
PH00679,Chris Wilson,28 Aug 1980,44,male,WI,+1-824-688-9257,lisa661@outlook.com,17,0,626.0,Widowed
PH00680,Aisha Jones,27/11/1994,30,MALE,MO,,james755@outlook.com,9,0,788.0,Widowed
PH00681,Sarah Brown,1992-02-01,32,m,NY,(982) 812-0004,james975@gmail.com,26,1,733.0,S
PH00682,LISA THOMPSON,12-19-1986,38,MALE,TN,,tom848@outlook.com,19,0,821.0,single
PH00683,Raj Davis,29/06/1990,34,M,GA,7877160654,james481@gmail.com,8,3,809.0,Single
PH00684,RAJ CLARK,1976-12-28,48,Male,GA,(684) 998-3548,james489@gmail.com,15,2,716.0,M
PH00685,ZOE JACKSON,04 Aug 1992,32,MALE,CA,+1-783-268-9255,david22@outlook.com,18,0,805.0,Widowed
PH00686,Emma Thomas,07 Nov 1961,63,female,NJ,9469629595,michael237@hotmail.com,25,0,690.0,M
PH00687,Michael Johnson,21/01/1973,51,m,NC,,mark491@gmail.com,8,4,725.0,Single
PH00688,Kevin Martin,06-17-1994,30,MALE,AZ,(624) 529-3007,lisa889@yahoo.com,21,0,818.0,Widowed
PH00689,FATIMA ANDERSON,13/02/1955,69,F,MO,6024884634,john836@gmail.com,30,0,778.0,Married
PH00690,John Miller,10/06/1987,37,male,CA,+1-508-171-8091,raj761@outlook.com,3,1,799.0,M
PH00691,Zoe Thomas,05-13-1971,53,m,PA,(548) 203-5718,david234@hotmail.com,23,0,708.0,married
PH00692,FATIMA WILLIAMS,10-03-1972,52,FEMALE,WA,(683) 669-7801,michael276@hotmail.com,8,3,664.0,Divorced
PH00693,John Moore,10-10-1997,27,MALE,TX,(952) 511-1282,james448@gmail.com,26,1,641.0,single
PH00694,,18 Oct 1963,61,Female,CA,(906) 449-3813,elena684@hotmail.com,4,1,701.0,single
PH00695,Mark Moore,12 Oct 1987,37,Female,MI,,carlos661@hotmail.com,2,1,799.0,Widowed
PH00696,Raj Miller,11-11-1990,34,f,WI,8131070306,yuki980@outlook.com,33,2,762.0,Widowed
PH00697,Mark Davis,02-20-1988,36,male,MA,+1-446-971-7394,carlos867@gmail.com,-3,0,609.0,Divorced
PH00698,Kevin Thompson,1985-10-29,39,Female,CA,,james370@hotmail.com,31,0,533.0,single
PH00699,ROBERT GARCIA,23/08/1963,61,Male,OH,5408344162,tom17@gmail.com,25,3,589.0,Divorced
PH00700,SAM ANDERSON,05/07/1964,60,M,MI,(599) 172-4819,priya982@outlook.com,1,0,687.0,Divorced
PH00701,Maria Wilson,12-19-1969,55,FEMALE,MI,3795239956,michael991@hotmail.com,5,1,631.0,married
PH00702,Michael Miller,1961-03-09,63,F,TN,(548) 821-1026,tom560@outlook.com,11,1,,single
PH00703,Sarah Thompson,1972-05-10,52,m,TN,7769594699,robert157@outlook.com,35,3,639.0,married
PH00704,Raj Thomas,1965-08-13,59,MALE,MI,+1-465-480-6342,elena322@gmail.com,18,1,,single
PH00705,Nina Brown,1971-11-06,53,m,PA,8636596400,michael3@outlook.com,22,0,818.0,Single
PH00706,Michael Taylor,05 Aug 1988,36,Male,NY,+1-349-407-1223,maria19@outlook.com,8,0,749.0,M
PH00707,Nina Wilson,20/11/1990,34,FEMALE,MI,+1-926-300-6060,zoe211@hotmail.com,18,1,698.0,Divorced
PH00708,Priya White,1988-12-24,36,M,VA,,zoe392@hotmail.com,16,4,663.0,Married
PH00709,Priya Smith,1982-05-27,42,female,WI,,anna936@yahoo.com,14,0,769.0,single
PH00710,Anna Clark,10/01/1960,64,m,WI,,tom590@hotmail.com,1,0,850.0,Married
PH00711,MARK THOMAS,11/02/1996,28,f,GA,,mark304@yahoo.com,7,0,727.0,Widowed
PH00712,Raj Miller,30 Jan 1974,50,male,TN,,james25@hotmail.com,8,2,670.0,Single
PH00713,Carlos Williams,03-17-1970,54,M,MA,,mark184@gmail.com,2,0,778.0,Single
PH00714,Anna Williams,08-07-1967,57,M,IL,9868211828,yuki605@hotmail.com,19,1,688.0,S
PH00715,Maria Harris,1985-06-16,39,Male,VA,(434) 507-6196,sam509@hotmail.com,35,3,850.0,Divorced
PH00716,JOHN TAYLOR,16 Jan 1976,48,male,NC,,daniel838@gmail.com,20,3,698.0,Married
PH00717,James Robinson,06-28-1995,29,male,NC,,michael624@yahoo.com,26,0,749.0,Divorced
PH00718,Elena Wilson,1983-12-26,41,FEMALE,WI,,aisha193@yahoo.com,13,0,628.0,Married
PH00719,Yuki Thompson,1957-03-28,67,m,VA,7881977675,sarah100@gmail.com,29,1,716.0,married
PH00720,Carlos Taylor,11-25-1965,59,Female,NC,,michael704@hotmail.com,6,0,688.0,Married
PH00721,SAM SMITH,05-23-1966,58,FEMALE,OH,,nina688@hotmail.com,13,2,683.0,S
PH00722,John Jackson,27/11/1973,51,Male,TN,(205) 560-6469,tom391@gmail.com,4,0,743.0,Widowed
PH00723,James Taylor,04/09/1987,37,M,WA,,raj734@hotmail.com,28,2,,Widowed
PH00724,James Brown,10-19-1955,69,M,WA,+1-293-751-5309,anna533@outlook.com,12,0,598.0,Divorced
PH00725,Kevin Taylor,28 Jan 1979,45,male,IL,,michael405@hotmail.com,33,1,760.0,Widowed
PH00726,Maria Miller,06 Apr 1961,63,Male,OH,(272) 989-4782,sarah722@gmail.com,22,0,,single
PH00727,Tom Clark,02-27-1979,45,m,NC,(417) 282-3601,carlos307@gmail.com,29,0,521.0,M
PH00728,Maria Thomas,21/11/1966,58,f,FL,,fatima749@hotmail.com,3,2,850.0,Married
PH00729,Chris Taylor,18 Apr 1987,37,female,PA,,priya459@gmail.com,22,0,769.0,Divorced
PH00730,Tom Robinson,05/01/1977,47,F,WA,8614689183,robert449@hotmail.com,33,3,513.0,Single
PH00731,Tom Clark,03-13-1960,64,F,PA,+1-402-146-3163,carlos956@hotmail.com,13,0,557.0,Single
PH00732,LISA HARRIS,1970-12-17,54,FEMALE,MD,4449712242,emma970@outlook.com,29,2,597.0,Married
PH00733,Raj Jackson,1976-06-17,48,Female,TX,,emma512@yahoo.com,13,0,687.0,Married
PH00734,CHRIS TAYLOR,1973-07-18,51,F,TX,3102902438,sarah881@gmail.com,10,0,617.0,married
PH00735,Aisha White,04 Mar 1973,51,M,OH,9131558464,raj464@hotmail.com,-4,0,670.0,S
PH00736,Robert Smith,03-02-1998,26,male,IL,(781) 520-8453,maria847@hotmail.com,20,0,656.0,M
PH00737,JAMES TAYLOR,17/11/1968,56,male,TX,8453869600,sarah739@gmail.com,14,0,585.0,married
PH00738,SAM JACKSON,1983-10-23,41,Male,IL,,chris144@hotmail.com,2,0,692.0,married
PH00739,Daniel Anderson,04/10/2000,24,M,NC,,james829@yahoo.com,30,1,594.0,Widowed
PH00740,Fatima Martin,04-04-1975,49,F,FL,(710) 234-2921,james97@outlook.com,30,2,,Widowed
PH00741,,22 Aug 1992,32,MALE,IL,5358947616,aisha998@gmail.com,7,1,719.0,Single
PH00742,DAVID WILSON,1986-03-12,38,f,VA,,daniel655@gmail.com,34,0,775.0,Single
PH00743,Robert Brown,10-21-1961,63,FEMALE,NY,(818) 214-2542,priya442@gmail.com,26,0,779.0,single
PH00744,James Clark,1960-10-02,64,female,NJ,8526941701,fatima95@hotmail.com,3,0,676.0,Divorced
PH00745,LISA MARTIN,1994-02-02,30,female,TN,+1-865-583-3571,zoe683@hotmail.com,13,1,560.0,Single
PH00746,Michael Davis,1971-02-21,53,M,WI,(508) 824-6068,elena612@yahoo.com,12,1,735.0,S
PH00747,ROBERT THOMAS,28/01/1987,37,FEMALE,NJ,7268244607,john808@gmail.com,33,1,665.0,Married
PH00748,Maria Anderson,1983-09-09,41,Male,TX,,fatima734@hotmail.com,22,1,618.0,Single
PH00749,Fatima Taylor,15 Aug 1974,50,Male,MD,,john576@outlook.com,5,0,678.0,Single
PH00750,Elena Jones,1985-04-17,39,m,GA,7658169718,zoe721@gmail.com,22,0,,S
PH00751,Lisa Anderson,10-06-1965,59,male,MA,(266) 871-7903,michael600@gmail.com,10,1,760.0,S
PH00752,Fatima Williams,1994-07-27,30,Female,WA,5206743811,anna995@outlook.com,27,1,800.0,S
PH00753,Maria Anderson,1958-12-09,66,M,FL,(794) 541-4663,robert54@outlook.com,1,0,696.0,Divorced
PH00754,Kevin Clark,1958-08-20,66,male,MD,(856) 686-7535,maria643@gmail.com,25,0,789.0,S
PH00755,,03/01/1996,28,female,MA,+1-692-232-5842,maria183@hotmail.com,24,1,850.0,Divorced
PH00756,Robert Moore,10-28-1997,27,M,MI,,nina128@outlook.com,29,0,482.0,Widowed
PH00757,Mark Johnson,10/04/1991,33,male,MI,,robert674@yahoo.com,10,0,791.0,Single
PH00758,Fatima Taylor,1995-09-06,29,female,PA,+1-338-180-9906,sam537@yahoo.com,32,0,573.0,M
PH00759,YUKI JACKSON,10-10-1980,44,F,NJ,(686) 843-2588,emma60@outlook.com,25,0,693.0,married
