policyholder_id,full_name,date_of_birth,age,gender,state,phone,email,license_years,prior_claims_count,credit_score,marital_status
PH00808,Fatima Wilson,1997-10-31,27,Female,PA,,raj369@gmail.com,13,1,640,Unknown
PH00809,KEVIN THOMPSON,1970-06-03,54,Male,TX,3313413701,priya961@hotmail.com,14,0,684,Unknown
PH00810,Fatima Thomas,1964-07-10,60,Female,CA,3436293417,mark344@outlook.com,20,1,564,Unknown
PH00811,Elena Jackson,1991-07-23,33,Male,NJ,,lisa76@hotmail.com,25,0,705,Married
PH00812,Raj Brown,1992-03-23,32,Unknown,CA,7443850765,james4@outlook.com,30,0,610,Unknown
PH00813,Mark Garcia,1970-08-17,54,Male,WI,,carlos626@yahoo.com,7,1,693,Unknown
PH00816,Michael Miller,1957-04-21,67,Male,TN,4306669327,fatima989@gmail.com,5,0,750,Unknown
PH00817,KEVIN DAVIS,1982-01-12,42,Unknown,GA,9385267654,robert751@outlook.com,13,2,633,Single
PH00818,James Thompson,1995-08-17,29,Unknown,IN,,chris440@yahoo.com,14,2,619,Unknown
PH00819,Elena Brown,1968-01-26,56,Male,NC,7668449980,anna405@yahoo.com,25,0,680,Unknown
PH00820,James Smith,1997-05-26,27,Male,VA,8103424948,james518@gmail.com,18,3,526,Single
PH00821,Nina Jones,1999-09-15,25,Female,GA,9579192820,michael635@yahoo.com,27,0,643,Unknown
PH00822,Sarah Taylor,1965-01-24,59,Male,FL,6136685418,tom814@hotmail.com,33,0,644,Single
PH00823,Priya Jones,1995-06-06,29,Female,AZ,,fatima70@gmail.com,29,2,649,Single
PH00824,Raj Martin,1982-08-04,42,Male,MI,7586565473,james149@yahoo.com,15,0,771,Unknown
PH00825,Lisa Robinson,1999-01-01,25,Male,VA,,robert851@yahoo.com,19,1,665,Married
PH00826,Yuki Johnson,1962-10-10,62,Female,MI,4002013023,kevin389@gmail.com,34,3,804,Married
PH00827,Maria White,1962-05-21,62,Unknown,TN,8133049836,john217@yahoo.com,3,0,681,Single
PH00828,Sarah Davis,,34,Unknown,VA,,lisa134@yahoo.com,8,0,775,Unknown
PH00829,James Williams,1968-06-20,56,Unknown,MI,6159722340,tom34@yahoo.com,14,0,592,Married
PH00830,Anna Miller,1957-10-10,67,Female,MI,2883071679,maria753@hotmail.com,-4,0,783,Married
PH00831,Zoe Anderson,1979-05-08,45,Male,MD,5391645340,anna293@outlook.com,25,0,830,Single
PH00832,Carlos Jones,1983-12-01,41,Unknown,TN,9869734516,kevin405@gmail.com,26,2,719,Married
PH00833,Sarah Thomas,1981-12-19,43,Male,NC,3048089455,fatima172@outlook.com,24,0,578,Married
PH00834,Maria Johnson,1977-03-03,47,Male,NC,7375025414,yuki114@hotmail.com,26,0,680,Single
PH00835,ANNA SMITH,1990-08-09,34,Female,MD,,emma375@outlook.com,23,1,795,Married
PH00836,Sam Brown,1996-04-22,28,Male,IL,5075517642,anna998@hotmail.com,24,3,624,Married
PH00837,Elena Moore,,55,Female,NJ,9793474590,yuki715@gmail.com,16,4,743,Unknown
PH00838,Zoe Martin,1999-08-21,25,Male,NC,,kevin446@yahoo.com,28,0,580,Unknown
PH00839,Chris Clark,1987-05-22,37,Unknown,MI,2234328326,sarah121@gmail.com,27,1,696,Single
PH00840,Elena Thomas,1994-10-07,30,Female,IL,7584293424,yuki555@yahoo.com,10,0,732,Unknown
PH00841,Tom Garcia,1970-03-23,54,Unknown,NJ,,daniel919@gmail.com,12,1,608,Unknown
PH00842,Aisha Jackson,1963-06-16,61,Unknown,NC,,daniel992@outlook.com,7,2,651,Married
PH00843,PRIYA SMITH,1983-04-27,41,Unknown,TN,8703503551,nina299@outlook.com,18,3,694,Single
PH00844,Elena Brown,1968-12-06,56,Male,TN,8775656197,daniel869@gmail.com,31,0,562,Married
PH00845,RAJ JOHNSON,2000-04-10,24,Male,NC,9172718790,mark861@gmail.com,22,1,646,Married
PH00846,Sam Taylor,1999-07-08,25,Female,CA,7532150000,david478@yahoo.com,17,1,658,Unknown
PH00847,Nina Davis,1969-10-31,55,Female,NJ,9589906351,aisha926@outlook.com,16,0,506,Unknown
PH00848,Robert Taylor,1962-04-07,62,Male,IL,8966903153,michael190@outlook.com,23,3,619,Married
PH00849,Aisha Moore,1968-12-29,56,Male,TX,7134218916,priya73@hotmail.com,33,0,729,Single
PH00850,John Thomas,1971-05-06,53,Male,IL,,kevin621@gmail.com,23,0,558,Unknown
PH00851,David Thompson,1974-01-09,50,Female,GA,9298191203,sarah664@gmail.com,13,2,714,Unknown
PH00852,Sam Anderson,1959-06-29,65,Female,WA,,yuki208@yahoo.com,23,1,850,Unknown
PH00853,Priya Thompson,1999-07-15,25,Male,IN,6436447482,david487@gmail.com,19,1,543,Married
PH00854,RAJ HARRIS,1998-10-31,26,Female,NY,8179512401,fatima714@hotmail.com,22,1,549,Unknown
PH00855,Chris Smith,1964-04-26,60,Male,VA,7168204333,daniel530@gmail.com,24,0,563,Unknown
PH00856,Mark Moore,1968-09-06,56,Male,CA,,raj348@yahoo.com,29,1,783,Unknown
PH00857,James Moore,1981-12-26,43,Male,TX,3153241935,aisha160@outlook.com,3,2,540,Married
PH00858,Kevin Harris,,29,Unknown,NC,7324687062,robert710@hotmail.com,30,0,568,Married
PH00859,Priya Moore,1956-07-05,68,Female,MD,,tom921@hotmail.com,5,1,808,Single
PH00860,Mark Brown,1988-01-14,36,Male,IN,2941739115,yuki863@hotmail.com,26,0,645,Unknown
PH00862,Mark Clark,1969-03-23,55,Unknown,IN,5322538278,daniel131@yahoo.com,23,0,739,Married
PH00863,Raj Wilson,1960-12-08,64,Female,MA,3293506512,tom530@outlook.com,23,0,774,Unknown
PH00864,ZOE GARCIA,1964-12-12,60,Male,TN,6737238907,james579@hotmail.com,30,0,560,Married
PH00865,Robert Garcia,1970-10-08,54,Female,TN,7289702482,mark498@hotmail.com,9,2,742,Unknown
PH00866,Raj Miller,1992-06-27,32,Female,WA,2447462156,anna663@yahoo.com,26,0,533,Single
PH00867,David Moore,1991-10-08,33,Female,TX,2787591226,yuki979@hotmail.com,7,1,518,Unknown
PH00868,FATIMA SMITH,1993-06-25,31,Male,NJ,2662282168,david869@outlook.com,22,0,646,Single
PH00869,Aisha Davis,1961-01-27,63,Unknown,OH,,sarah786@hotmail.com,32,0,690,Single
PH00870,LISA SMITH,1998-11-03,26,Female,AZ,2577948969,fatima65@gmail.com,26,1,786,Single
PH00871,Sarah Davis,1990-08-03,34,Male,IL,5525748697,tom800@gmail.com,1,0,721,Married
PH00872,ANNA MARTIN,1985-07-15,39,Male,VA,2557767389,carlos166@hotmail.com,18,0,723,Single
PH00873,MICHAEL MOORE,1964-01-30,60,Female,NJ,,tom314@yahoo.com,28,0,758,Married
PH00874,AISHA GARCIA,1968-10-17,56,Unknown,MA,9943141731,kevin846@outlook.com,28,1,668,Married
PH00875,James Taylor,1983-11-29,41,Male,CA,,elena611@hotmail.com,21,1,655,Unknown
PH00876,Raj Johnson,1997-04-21,27,Female,VA,7225154543,aisha484@gmail.com,-1,0,850,Married
PH00877,Daniel Harris,1960-03-23,64,Female,OH,6926475583,mark349@outlook.com,22,1,730,Unknown
PH00878,David Miller,1974-07-16,50,Female,MA,2122051727,sarah249@yahoo.com,33,0,680,Unknown
PH00879,Aisha Smith,1992-09-24,32,Male,PA,,nina632@gmail.com,26,1,737,Unknown
PH00880,Tom Williams,1958-10-20,66,Female,FL,,mark440@outlook.com,29,0,500,Unknown
PH00881,Emma Smith,1955-06-17,69,Unknown,CA,6846608622,tom785@yahoo.com,2,2,519,Married
PH00882,ROBERT DAVIS,1990-12-08,34,Male,FL,,robert943@hotmail.com,24,2,643,Unknown
PH00883,LISA HARRIS,1955-09-07,69,Unknown,MI,7596149156,kevin425@yahoo.com,1,0,562,Single
PH00884,James Harris,1956-01-05,68,Unknown,TN,7761868137,sam8@yahoo.com,17,0,757,Unknown
PH00885,Robert Anderson,1991-04-15,33,Female,NC,5874321641,mark772@yahoo.com,18,1,551,Single
PH00886,Yuki Moore,,46,Unknown,GA,,james108@yahoo.com,12,1,555,Unknown
PH00887,Sam Johnson,1996-04-15,28,Unknown,PA,7424127687,raj935@gmail.com,9,3,553,Unknown
PH00889,Daniel Clark,1988-05-05,36,Male,MI,,fatima339@hotmail.com,1,3,639,Unknown
PH00890,Raj Wilson,1988-07-03,36,Male,IN,4819973685,james716@outlook.com,32,0,576,Single
PH00891,James Clark,1959-03-06,65,Male,TX,5945124287,daniel96@outlook.com,20,0,644,Unknown
PH00892,Fatima Jones,1955-10-02,69,Female,MD,2179418502,john786@hotmail.com,10,0,680,Unknown
PH00893,Lisa Brown,1967-03-26,57,Unknown,AZ,9007626568,kevin219@hotmail.com,5,2,715,Unknown
PH00894,Sarah Brown,1963-01-28,61,Female,NY,6681633021,kevin394@gmail.com,14,0,631,Single
PH00895,Anna Harris,1997-09-14,27,Male,IL,2593650326,nina474@yahoo.com,5,0,801,Married
PH00896,James Jones,1968-11-19,56,Female,GA,5284300104,yuki150@outlook.com,5,0,761,Single
PH00897,DANIEL JOHNSON,1984-04-21,40,Unknown,CA,4634026479,tom962@hotmail.com,20,0,687,Married
PH00898,Anna Brown,1972-01-27,52,Male,MO,5143051665,sarah696@hotmail.com,22,2,698,Unknown
PH00899,Yuki Jones,1964-08-09,60,Female,AZ,7211982666,mark410@outlook.com,5,0,741,Unknown
PH00900,Daniel Moore,1966-12-23,58,Female,MD,,nina999@outlook.com,32,0,626,Unknown
PH00901,Anna Williams,1991-10-22,33,Male,WI,,yuki107@hotmail.com,7,0,524,Single
PH00902,Carlos Jones,1992-12-15,32,Male,NJ,9847262715,aisha308@yahoo.com,-2,1,796,Single
PH00903,Carlos Anderson,1958-03-03,66,Female,AZ,6975430090,lisa91@outlook.com,2,0,639,Unknown
PH00904,TOM WILSON,1994-01-27,30,Female,MA,4619767072,zoe613@yahoo.com,31,3,643,Single
PH00905,Anna Wilson,,66,Female,VA,4213812354,anna402@hotmail.com,1,2,533,Married
PH00906,Zoe Moore,1997-10-24,27,Male,GA,4714789983,chris506@gmail.com,2,2,635,Single
PH00907,Chris Harris,1989-11-13,35,Male,WA,7914918690,aisha157@yahoo.com,27,0,679,Single
PH00908,Emma Robinson,1994-02-22,30,Male,OH,,kevin305@hotmail.com,11,2,754,Single
PH00909,Zoe Jackson,1965-09-26,59,Male,WA,7853575356,raj214@hotmail.com,19,0,503,Single
PH00910,Michael Robinson,1973-06-25,51,Female,NC,9075173693,fatima205@gmail.com,10,0,653,Unknown
PH00911,Sarah Miller,1973-06-25,51,Female,CA,5722061237,robert816@yahoo.com,6,1,680,Unknown
PH00912,AISHA THOMAS,1987-12-27,37,Unknown,MI,9665300384,maria358@gmail.com,10,0,696,Married
PH00913,Robert Brown,1980-03-17,44,Male,OH,9554198730,tom635@outlook.com,4,2,611,Single
PH00914,SAM HARRIS,1985-07-02,39,Male,AZ,8296677672,anna954@yahoo.com,6,1,815,Married
PH00915,Tom Thomas,1982-06-29,42,Unknown,FL,3841556432,chris833@outlook.com,31,0,607,Unknown
PH00916,Fatima Harris,1975-01-29,49,Female,WA,4179600124,daniel759@hotmail.com,11,0,696,Single
PH00917,Elena Williams,1972-11-17,52,Female,NY,9236673922,yuki441@outlook.com,-1,0,727,Single
PH00918,Priya Garcia,1994-04-16,30,Male,MO,7769423423,raj745@yahoo.com,13,0,752,Unknown
PH00919,Sam Brown,1971-12-04,53,Male,TN,9423681372,carlos75@hotmail.com,21,0,754,Married
PH00920,Nina Jackson,1955-03-08,69,Male,FL,4888300529,mark964@gmail.com,24,0,648,Unknown
PH00921,Kevin Jones,1960-08-03,64,Male,TX,8953756750,yuki374@gmail.com,7,0,823,Unknown
PH00922,Maria Miller,1967-11-30,57,Male,PA,,james944@outlook.com,25,3,680,Single
PH00923,Chris Taylor,1992-07-15,32,Female,MI,2418450538,robert387@yahoo.com,15,0,621,Unknown
PH00924,Aisha Thomas,1994-07-09,30,Female,VA,3358166105,robert38@hotmail.com,6,0,769,Single
PH00925,David Taylor,1959-04-21,65,Female,CA,,priya3@hotmail.com,24,1,793,Unknown
PH00926,Michael Harris,1992-01-11,32,Male,PA,6761849993,daniel700@gmail.com,22,1,757,Unknown
PH00927,ANNA WILSON,1958-10-12,66,Female,CA,5685013956,daniel212@yahoo.com,34,2,682,Married
PH00928,SAM THOMAS,1987-06-10,37,Unknown,NJ,,sam956@gmail.com,12,0,558,Single
PH00929,Michael Miller,1966-02-18,58,Male,NY,3375502984,james120@gmail.com,32,3,677,Unknown
PH00930,Nina Moore,1998-05-07,26,Male,GA,4862037468,emma949@gmail.com,12,1,632,Unknown
PH00931,John Jones,1982-05-13,42,Male,PA,7613815702,lisa286@gmail.com,8,1,674,Unknown
PH00932,JOHN WILLIAMS,1976-12-12,48,Male,IN,2036788911,kevin90@outlook.com,32,1,746,Married
PH00933,Tom Harris,1966-04-17,58,Female,WA,7249532186,daniel240@yahoo.com,12,1,649,Single
PH00935,MARIA BROWN,1979-11-23,45,Unknown,WI,8268100102,sam713@outlook.com,5,1,562,Single
PH00936,Fatima Garcia,1990-07-02,34,Male,MI,,david158@gmail.com,33,0,649,Unknown
PH00938,Emma Wilson,1958-05-11,66,Male,MO,4746224323,mark93@outlook.com,17,4,740,Unknown
PH00939,EMMA DAVIS,1961-03-19,63,Unknown,IL,9327079318,raj838@yahoo.com,4,1,709,Married
PH00940,Elena Miller,1979-10-09,45,Unknown,MO,,tom73@gmail.com,30,0,731,Married
PH00941,Robert Davis,1993-03-17,31,Male,MI,,fatima779@yahoo.com,4,2,664,Married
PH00942,Daniel Garcia,1965-03-17,59,Male,AZ,,yuki290@hotmail.com,22,0,638,Married
PH00943,Carlos Robinson,1957-06-01,67,Unknown,OH,5193746089,sarah269@gmail.com,23,1,683,Unknown
PH00944,Robert Taylor,1998-12-16,26,Unknown,VA,6952949395,tom471@outlook.com,17,2,752,Married
PH00945,Lisa Thompson,2000-10-09,24,Female,PA,,zoe157@yahoo.com,5,2,790,Unknown
PH00946,Priya Brown,1983-06-12,41,Female,WA,3842131492,sarah295@gmail.com,33,0,703,Single
PH00947,John Davis,1960-06-16,64,Male,NY,9313961135,daniel921@hotmail.com,5,0,743,Unknown
PH00948,Robert Wilson,1992-04-09,32,Male,PA,3371351887,mark157@yahoo.com,34,1,585,Unknown
PH00949,John Jones,1987-05-04,37,Female,FL,8927599514,james934@gmail.com,31,2,784,Unknown
PH00950,DAVID MARTIN,1975-08-14,49,Female,MO,8224332046,maria973@hotmail.com,31,2,675,Single
PH00951,Fatima Moore,1964-07-21,60,Female,WA,5322237262,maria854@yahoo.com,28,0,741,Married
PH00952,Mark Moore,1959-11-27,65,Male,MI,5934275357,fatima819@outlook.com,32,2,850,Unknown
PH00953,David Harris,1984-05-30,40,Male,OH,,lisa146@hotmail.com,34,4,649,Married
PH00954,Michael Smith,1958-02-27,66,Female,TN,3718132075,mark875@hotmail.com,6,0,680,Single
PH00956,Emma Taylor,1966-09-23,58,Female,MI,,emma910@yahoo.com,31,1,714,Married
PH00957,NINA ANDERSON,1998-08-23,26,Female,PA,5334746801,robert832@hotmail.com,30,2,666,Married
PH00958,Maria Clark,1959-11-09,65,Unknown,OH,4659266537,kevin201@hotmail.com,28,2,524,Married
PH00959,Michael Davis,1974-03-15,50,Female,TN,,elena923@yahoo.com,17,0,650,Single
PH00960,Daniel Smith,1997-08-30,27,Male,NJ,9528080666,mark558@gmail.com,10,2,649,Unknown
PH00961,Elena Miller,1981-01-04,43,Female,WA,9381587525,maria516@yahoo.com,25,0,558,Unknown
PH00962,Emma Harris,1958-08-14,66,Female,VA,4702279814,lisa985@hotmail.com,12,0,799,Single
PH00963,Daniel Martin,1960-06-22,64,Female,WI,,maria216@outlook.com,-1,2,686,Unknown
PH00964,Lisa Johnson,1998-09-16,26,Female,PA,3882653951,elena759@outlook.com,35,3,694,Unknown
PH00965,Lisa Robinson,1994-04-04,30,Male,WA,,kevin614@hotmail.com,16,0,714,Married
PH00966,Robert Clark,1988-07-03,36,Female,MA,7217875195,fatima546@gmail.com,7,0,675,Married
PH00967,Sam Harris,1995-02-22,29,Female,AZ,5298052805,david889@gmail.com,7,1,687,Single
PH00968,Elena Jackson,1965-08-15,59,Female,NC,,daniel214@outlook.com,4,4,606,Married
PH00969,Elena Moore,1990-01-22,34,Unknown,WI,2358171147,fatima717@gmail.com,9,0,569,Married
PH00970,AISHA MILLER,1985-12-21,39,Unknown,OH,3042899636,raj662@hotmail.com,31,1,721,Married
PH00971,MARK MOORE,1997-09-07,27,Male,IL,9638175923,david394@yahoo.com,6,0,773,Married
PH00972,James Jones,1989-03-20,35,Male,WA,8475907517,zoe439@gmail.com,2,0,684,Single
PH00973,Daniel Johnson,1961-08-03,63,Female,NJ,,robert622@outlook.com,21,4,640,Married
PH00974,Elena Thompson,1984-08-30,40,Male,IN,7778140650,tom54@hotmail.com,13,1,634,Single
PH00975,Aisha Jones,1996-01-15,28,Unknown,MI,,sam703@outlook.com,24,0,730,Unknown
PH00976,CHRIS HARRIS,1995-11-10,29,Female,VA,,raj414@outlook.com,19,1,764,Married
PH00977,Anna Brown,1976-12-12,48,Female,NY,2932272895,john834@gmail.com,6,1,611,Single
PH00978,James Miller,1980-05-04,44,Unknown,NY,8134423206,priya548@gmail.com,14,0,680,Unknown
PH00979,Daniel Garcia,1975-05-20,49,Male,WI,,fatima195@yahoo.com,22,0,680,Married
PH00980,Fatima Thomas,1994-12-09,30,Male,IL,,david178@yahoo.com,10,0,532,Unknown
PH00981,FATIMA MILLER,1996-10-31,28,Unknown,MD,4385280475,john563@yahoo.com,17,4,680,Married
PH00982,Elena Wilson,1964-03-30,60,Male,PA,3435313120,robert701@gmail.com,15,1,554,Single
PH00983,Mark Thomas,1955-03-21,69,Male,CA,9933326217,kevin493@hotmail.com,3,1,680,Married
PH00984,Lisa Thompson,1961-12-18,63,Male,WA,8902497478,anna350@hotmail.com,4,1,680,Married
PH00985,Nina Davis,1987-04-22,37,Male,WA,5786675358,kevin875@hotmail.com,9,0,783,Unknown
PH00986,Michael Jackson,1956-04-01,68,Male,MD,4029623032,raj435@outlook.com,26,3,664,Unknown
PH00987,James Miller,1962-08-11,62,Female,MD,8829509607,nina187@gmail.com,3,0,682,Single
PH00988,James White,1979-10-16,45,Female,WA,9686789922,tom435@hotmail.com,34,0,630,Single
PH00989,Sarah Clark,1991-02-07,33,Female,NY,7864316504,yuki825@outlook.com,17,4,757,Married
PH00990,Anna Jones,2000-08-11,24,Male,FL,7064201700,carlos876@outlook.com,22,0,653,Married
PH00991,Sarah Wilson,1960-03-09,64,Male,MO,,priya164@outlook.com,34,0,652,Unknown
PH00992,TOM WILLIAMS,1984-03-14,40,Male,TN,,elena113@outlook.com,23,0,569,Unknown
PH00993,Sam White,1998-09-18,26,Male,AZ,7462578571,zoe623@gmail.com,11,0,706,Single
PH00994,David Williams,1974-07-31,50,Female,NC,9615544873,david918@outlook.com,3,1,703,Unknown
PH00995,Elena Smith,1990-09-07,34,Female,MD,3013232918,raj279@outlook.com,14,0,678,Unknown
PH00996,Mark Johnson,1980-01-30,44,Male,GA,8481278960,anna556@gmail.com,21,1,644,Unknown
PH00997,ELENA WILSON,1969-07-15,55,Female,OH,8455847708,aisha22@outlook.com,26,1,623,Unknown
PH00998,Carlos Miller,1985-06-17,39,Female,WI,,robert951@yahoo.com,32,0,577,Unknown
PH00999,Tom Clark,1961-03-29,63,Male,PA,9403343494,anna810@outlook.com,17,1,617,Unknown
PH01000,SAM JOHNSON,1964-10-04,60,Unknown,PA,2232356067,tom445@outlook.com,19,2,680,Married
PH01001,Priya Jones,1958-05-29,66,Unknown,FL,9819193052,james455@hotmail.com,11,1,608,Married
PH01002,Michael Davis,1970-08-03,54,Unknown,MA,,sam802@hotmail.com,26,1,671,Unknown
PH01003,Chris Miller,1961-12-01,63,Unknown,TN,2097600679,daniel677@yahoo.com,12,0,764,Married
PH01004,Aisha Thomas,1998-12-08,26,Unknown,WI,2628940553,tom16@outlook.com,31,0,617,Married
PH01005,YUKI WHITE,1969-07-25,55,Female,NC,,michael904@hotmail.com,8,0,764,Single
PH01006,Sarah Taylor,1986-08-14,38,Female,FL,5713681485,michael485@outlook.com,3,0,612,Unknown
PH01007,Carlos Brown,1956-01-28,68,Unknown,WI,7865227231,raj403@outlook.com,-5,1,719,Single
PH01008,Fatima Moore,1996-03-16,28,Unknown,PA,6041216587,tom382@outlook.com,2,1,595,Unknown
PH01009,ZOE WILLIAMS,1980-01-03,44,Male,IL,,robert450@hotmail.com,11,2,635,Married
PH01010,Tom Anderson,1976-04-29,48,Male,GA,,yuki533@gmail.com,34,0,676,Married
PH01011,Tom Davis,1992-11-20,32,Male,GA,3472052189,elena487@yahoo.com,-4,0,680,Single
PH01012,Priya Jackson,1981-01-18,43,Unknown,AZ,6964171303,james368@gmail.com,35,3,698,Unknown
PH01013,Raj Jones,1994-02-21,30,Male,MO,9971843630,yuki423@outlook.com,19,2,680,Single
PH01014,Maria White,1985-07-10,39,Male,IL,3482764711,kevin337@outlook.com,-2,0,743,Unknown
PH01015,Anna Thompson,1989-08-20,35,Male,MA,8736677171,david440@outlook.com,10,0,628,Married
PH01016,Kevin Moore,1959-12-03,65,Female,NJ,8495356929,daniel609@hotmail.com,27,1,756,Unknown
PH01017,Raj Robinson,1982-01-25,42,Male,MI,8608223475,elena582@yahoo.com,20,0,671,Single
PH01018,EMMA MARTIN,1967-12-01,57,Unknown,MA,9569411971,fatima826@hotmail.com,27,0,716,Unknown
PH01019,Elena Jones,1989-04-11,35,Female,NJ,,tom679@yahoo.com,30,1,797,Single
PH01020,Chris Thompson,1988-03-03,36,Female,WI,6065957475,carlos846@outlook.com,20,2,618,Unknown
PH01021,Carlos Anderson,1980-02-05,44,Male,NC,9361253088,david24@hotmail.com,18,0,579,Unknown
PH01022,Maria Moore,1993-11-20,31,Male,NJ,,sam387@outlook.com,27,1,675,Married
PH01023,James Robinson,1966-05-16,58,Female,OH,9368700576,kevin814@gmail.com,22,0,850,Unknown
PH01024,Emma Johnson,1992-08-12,32,Male,IL,9144336284,tom627@yahoo.com,32,2,680,Single
PH01025,ANNA MILLER,1995-06-30,29,Unknown,IL,,nina277@yahoo.com,3,0,829,Unknown
PH01026,Michael Clark,1990-09-18,34,Male,IL,,sam655@yahoo.com,24,0,479,Married
PH01027,Aisha Harris,1981-04-11,43,Female,VA,4494764595,michael536@yahoo.com,28,0,639,Married
PH01028,Anna White,1967-07-08,57,Male,MI,8544309691,emma164@hotmail.com,34,4,727,Married
PH01029,Fatima Garcia,1988-09-06,36,Female,NJ,,anna175@outlook.com,-1,1,704,Single
PH01030,Daniel Williams,1974-04-26,50,Female,VA,,zoe184@gmail.com,-1,0,791,Unknown
PH01031,Priya Brown,1969-02-09,55,Male,VA,7137306095,chris867@outlook.com,12,1,746,Unknown
PH01032,DANIEL THOMAS,1959-07-18,65,Female,IL,9766634813,fatima921@gmail.com,2,1,756,Unknown
PH01033,Tom Garcia,1961-06-19,63,Male,NY,7835576559,michael906@outlook.com,25,0,583,Unknown
PH01034,Raj Davis,1972-01-31,52,Male,FL,9699515954,anna739@gmail.com,33,0,748,Single
PH01035,FATIMA JONES,1991-10-16,33,Female,IN,7545119460,priya811@outlook.com,19,0,702,Unknown
PH01036,John Moore,1977-12-05,47,Male,NC,6893546254,lisa953@outlook.com,17,1,713,Single
PH01037,James Taylor,1966-06-27,58,Female,OH,5347701162,daniel571@gmail.com,35,0,680,Unknown
PH01038,Lisa Clark,1972-10-07,52,Female,GA,4676841865,raj802@yahoo.com,12,0,606,Married
PH01039,Elena Moore,1972-11-18,52,Male,GA,2645895015,emma160@hotmail.com,18,0,781,Unknown
PH01040,David Brown,1971-01-21,53,Female,IN,,anna834@outlook.com,20,1,660,Unknown
PH01041,Sarah Garcia,1965-03-14,59,Male,NC,2531471812,mark863@hotmail.com,25,4,675,Unknown
PH01042,SAM WHITE,1989-12-05,35,Male,CA,8858464481,fatima329@yahoo.com,28,0,659,Married
PH01043,Aisha Brown,1973-03-08,51,Female,GA,,daniel601@hotmail.com,28,0,697,Unknown
PH01044,John Johnson,1984-03-13,40,Unknown,GA,3423865897,carlos215@yahoo.com,23,2,685,Single
PH01045,Elena Martin,1960-02-21,64,Unknown,NY,3662674390,sam260@hotmail.com,11,2,687,Single
PH01046,Tom Davis,1979-05-05,45,Female,WI,2487362453,daniel150@hotmail.com,35,4,709,Unknown
PH01047,Chris Robinson,1962-11-02,62,Male,PA,2759363572,michael604@gmail.com,2,1,698,Unknown
PH01048,ELENA THOMPSON,1970-06-02,54,Female,TN,6339360301,nina318@gmail.com,33,0,565,Unknown
PH01049,Robert Johnson,1998-02-27,26,Female,NY,8486960320,lisa523@hotmail.com,7,1,720,Unknown
PH01050,Maria Wilson,1985-09-16,39,Female,IL,,elena820@yahoo.com,27,2,749,Married
PH01051,Elena White,1996-03-11,28,Female,TN,6471087921,elena150@outlook.com,32,0,584,Unknown
PH01052,Carlos Williams,1984-03-19,40,Male,IN,2628757006,david515@gmail.com,19,1,696,Single
PH01053,JAMES WHITE,1990-02-15,34,Female,TX,,david288@outlook.com,11,1,602,Unknown
PH01054,ZOE WHITE,1971-10-11,53,Unknown,WA,8143685536,james130@gmail.com,9,1,572,Unknown
PH01055,SARAH ANDERSON,1987-07-31,37,Male,MO,2158806788,elena824@outlook.com,3,1,556,Single
PH01056,Lisa Williams,1960-10-05,64,Male,FL,7868738629,carlos799@gmail.com,5,0,680,Married
PH01057,Yuki Moore,1977-06-12,47,Male,VA,9574631174,kevin249@outlook.com,28,0,680,Single
PH01058,Zoe Taylor,1995-04-24,29,Male,MA,4586810089,priya391@yahoo.com,4,0,498,Unknown
PH01059,Lisa Thompson,1994-07-15,30,Male,OH,7208618637,robert956@outlook.com,25,2,675,Unknown
PH01060,Raj Robinson,1974-09-10,50,Female,IL,3913107593,mark489@outlook.com,34,0,632,Married
PH01061,Nina Robinson,1958-08-06,66,Female,PA,,yuki514@yahoo.com,28,3,691,Married
PH01062,James Smith,1988-09-18,36,Female,NJ,8743176386,anna506@gmail.com,4,2,684,Married
PH01063,Daniel Johnson,1974-04-08,50,Male,TN,2604471669,elena21@gmail.com,5,0,674,Unknown
PH01064,Carlos Brown,1973-11-24,51,Female,CA,8166914173,sarah445@gmail.com,14,0,649,Married
PH01065,Priya Moore,1996-10-25,28,Male,CA,7374115920,raj590@outlook.com,16,1,516,Single
PH01066,Robert Jackson,1996-04-24,28,Male,VA,4909918245,james537@hotmail.com,34,0,509,Unknown
PH01067,Sam Thomas,1981-02-16,43,Female,VA,5586558841,mark423@yahoo.com,6,2,582,Unknown
PH01068,Michael Thompson,1974-01-22,50,Male,IN,8816071925,robert593@hotmail.com,11,0,812,Unknown
PH01069,LISA ROBINSON,1984-09-17,40,Male,NJ,3302489432,zoe35@gmail.com,5,2,646,Single
PH01070,Sam Martin,1973-01-17,51,Female,IL,4509437481,james912@hotmail.com,23,1,630,Unknown
PH01071,Fatima Anderson,1972-07-16,52,Male,IN,5065096145,carlos771@outlook.com,18,1,620,Married
PH01072,Chris Wilson,1985-08-14,39,Female,NC,2434401892,emma788@gmail.com,13,0,845,Single
PH01073,FATIMA THOMAS,1994-03-22,30,Female,OH,7879663769,robert799@yahoo.com,23,1,537,Unknown
PH01074,David Brown,1988-09-27,36,Male,GA,6158705234,lisa199@hotmail.com,13,3,629,Single
PH01075,Emma Anderson,1984-06-23,40,Male,TN,3495937033,mark961@outlook.com,-4,0,741,Unknown
PH01076,Lisa Harris,1961-05-23,63,Male,CA,4756275686,zoe274@yahoo.com,24,0,703,Married
PH01077,Nina Johnson,2000-10-17,24,Unknown,AZ,8294950752,sarah557@yahoo.com,17,0,561,Unknown
